codbottle;volume;weight;product;ALTEZZAMAX;DIAMETROMAX;DESCRIZIONECOLLO;GASATURAPROVV;TIPOFONDODESC;UNITAMISURA;bottletype;DESCPIANTA;DENOMPROVVBOTT;;FILLLEVEL;ALTEZZAPETALO;CODIMPUGNATURA;VOLUMERASOBOCCA;COD_TIPO_BOTTIGLIA;SPALLA;DISEGNOCOLLO
C010484_01;282;16,5;ALTRO;178;61;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;STRAIGHT WALL;TONDA;Spolex Sp z.o.o. - 300ml dairy;;49;;PI;348,8;SW;CONICA;38 mm CLIENTE
C010500_00;500;17;ACQUA GASATA;220,5;66,5;28mm PCO 1881;4;PETALOIDE;ml;NON DEFINITA;TONDA;SOKOVA BUJANOVAC 500 ml_bottle technical drawing development;;43,4;25;;528,4;ND;CONVESSA;N000051_86
C301888_01;290;28;ACQUA PIATTA;171,8;53;COLLO 38 mm SECONDO DIS. CLIENTE;0;NON STANDARD;ml;NON DEFINITA;TONDA;Zhonghebaosang - 290ml;;25;;;313,1;ND;CONVESSA;38 mm CLIENTE
C301888_00;290;28;ACQUA PIATTA;177,8;53;COLLO 38 mm SECONDO DIS. CLIENTE;0;NON STANDARD;ml;NON DEFINITA;TONDA;Zhonghebaosang - 290ml;;34,3;;;326,1;ND;CONVESSA;38 mm CLIENTE
C010311_02;680;35;SOSTANZA CREMOSA;262;83,05;38mm SINGLE THREAD;0;PIATTO;ml;ECCENTRICA;RETTANGOLARE;COCA COLA COMPANY - 680ML FREE STYLE NR;;36,9;;1;718,9;E;CONCAVA;N000248_04
C010485_02;625;15,5;ACQUA PIATTA;248;66,5;26/22 mm;0,4;PETALOIDE;ml;NON DEFINITA;TONDA;Disegno bottiglia 625 ml - OPTION B / PLANO B -ENKADOR FIBRAS SINTETICAS;;34,6;18,2;1;646,4;ND;CONVESSA;N000311_46
C010485_01;625;15,5;ACQUA PIATTA;248,06;66,5;26/22 mm;0,4;PETALOIDE;ml;NON DEFINITA;TONDA;Disegno bottiglia 625 ml - OPTION B / PLANO B -ENKADOR FIBRAS SINTETICAS;;34,7;18,2;1;646,5;ND;CONVESSA;N000311_46
C010495_00;500;12,7;ACQUA PIATTA;205;65,5;COLLO PCO SECONDO DIS. CLIENTE;0,5;PIATTO;ml;NON DEFINITA;TONDA;LASCO 500ml SMW;;31,7;20;;525,1;ND;CONVESSA;PCO-CLIENTE
C010496_00;330;9,4;ACQUA PIATTA;182;57;COLLO PCO SECONDO DIS. CLIENTE;0,5;PIATTO;ml;NON DEFINITA;TONDA;LASCO 330ml SMW;;32,7;18;;354,7;ND;CONVESSA;PCO-CLIENTE
C010234_04;1480;66;DETERGENTE;296;136;43mm SINGLE LEAD;0;PIATTO;ml;NON DEFINITA;OVALE;Petek Kalip Ambalaj Makineleri Plastik Petek - Disegno Bottiglia 1480 ml Alchimist;;;;1;1619,8;ND;NON STANDARD;N000247_02
PC000529_00;600;8,75;ALCOOL;230;67,6;COLLO GENERICO SECONDO DIS. CLIENTE;0,5;PETALOIDE;ml;NON DEFINITA;TONDA;OMEGA Packing Inc. Desarrollo botella 600 ml;;37,1;23,5;1;624,7;ND;CONVESSA;DIS.CLIENTE
C008041_04;2000;48;SUCCO;277,5;111;38 mm BERICAP VER.85;0,5;PETALOIDE;ml;NON DEFINITA;TONDA;DYNAMIC BRANDS 2000 ML JUICE;;31,4;44,5;0;2036,2;ND;CONICA;N000036_85
C010464_03;1500;36;SUCCO;242;106;38 mm BERICAP VER.85;0,5;PETALOIDE;ml;NON DEFINITA;TONDA;DYNAMIC BRANDS1500 ML JUICE;;44,9;28;0;1566,7;ND;CONICA;N000036_85
C006623_03;500;20,57;BIBITA GASATA;224,06;65,5;26/22 mm;4,2;PETALOIDE;ml;CONTOUR MODERN;TONDA;COASTAL BOTTLERS 500 ml Coca Cola-new 30/40 neck;;37,3;23;;520;CM;CONCAVA;N000311_38
C007694_01;350;16;BIBITA GASATA;165,06;66,1;26/22 mm;4,2;PETALOIDE;ml;MULTIPRODUCT;TONDA;350cc MP - BOTTLE DRAWING 30/40 NECK;;40,86;23;;379,9;MP;CONICA;N000311_38
C009129_02;500;22,2;BIBITA GASATA;218,96;65,5;COLLO PCO SECONDO DIS. CLIENTE;4,3;PETALOIDE;ml;PEPSI EMINENCE AXL;TONDA;Varun Beverages Limited - Zimbabwe 500ml AXL bottle;;35,9;23;1;521,6;PE;CONVESSA;PCO-CLIENTE
PC000527_02;20000;500;OLIO;463,5;276;63mm 3 STARTS;0,3;NON STANDARD;ml;STACKABLE;QUADRA;20lt disegno bottiglia - RAGASA INDUSTRIAS SA DE CV;;;;0;;ST;NON STANDARD;N000132_17
C010489_00;330;22,5;BIRRA;193;57,5;28mm PCO 1881;3,1;PETALOIDE;ml;NON DEFINITA;TONDA;Carlsberg Sverige 300ml RAMLOSA;;36,1;19,1;;350,3;ND;CONICA;N000051_86
C010414_03;50;12,3;ALTRO;87,9;34;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;KALOS FLACONE 50 ml - Ho.bag srl;;23,3;;0;60;SW;NON STANDARD;N000011_33
C010487_00;375;15,8;ALTRO;193;61;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;GENERICO SWIRL;TONDA;Spolex Sp z.o.o. - 400ml dairy;;37,3;;PI;415,3;G;CONVESSA;38 mm CLIENTE
C010486_00;250;13,8;ALTRO;157;56,5;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;GENERICO SWIRL;TONDA;Spolex Sp z.o.o. - 250ml dairy;;33,7;;PI;284,8;G;CONVESSA;38 mm CLIENTE
C010484_00;282;15,8;ALTRO;178;61;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;STRAIGHT WALL;TONDA;Spolex Sp z.o.o. - 300ml dairy;;49,2;;PI;349,3;SW;CONICA;38 mm CLIENTE
C006881_02;1500;37,3;BIBITA GASATA;326,61;88,5;COLLO GENERICO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;PEPSI EMINENCE AXL;TONDA;IBG SUD - PEPSI AXL 1500ml - nuovo collo 1500ml 26/22;;38,7;35;;1535,3;PE;CONVESSA;DIS.CLIENTE
C006926_01;1000;34,8;BIBITA GASATA;278,41;81;COLLO GENERICO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;PEPSI EMINENCE AXL;TONDA;IBG SUD - PEPSI AXL 1000ml - nuovo collo 1000ml 26/22;;44;35;;1048;PE;CONVESSA;DIS.CLIENTE
C301887_00;300;28;ALTRO;132,83;66;COLLO 38 mm SECONDO DIS. CLIENTE;0;NON STANDARD;ml;NON DEFINITA;TONDA;Zhonghebaosang - 300ml round Aseptic;;33,8;;;340;ND;CONVESSA;38 mm CLIENTE
C301887_01;300;28;ALTRO;132,83;66;COLLO 38 mm SECONDO DIS. CLIENTE;0;NON STANDARD;ml;NON DEFINITA;TONDA;Zhonghebaosang - 300ml round Aseptic;;33,8;;;340;ND;CONVESSA;38 mm CLIENTE
C010311_01;680;35;SOSTANZA CREMOSA;262;83,05;38mm SINGLE THREAD;0;PIATTO;ml;ECCENTRICA;RETTANGOLARE;COCA COLA COMPANY - 680ML FREE STYLE NR;;36,9;;1;718,9;E;CONCAVA;N000248_04
C006882_02;1750;39,3;BIBITA GASATA;324,91;98;COLLO GENERICO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;PEPSI EMINENCE AXL;TONDA;IBG SUD - PEPSI AXL 1750ml - nuovo collo 1750 ml 26/22;;39,2;41,9;;1790;PE;CONVESSA;DIS.CLIENTE
C010482_00;330;15,9;BIBITA GASATA;163;66;COLLO PCO SECONDO DIS. CLIENTE;;PETALOIDE;ml;NON DEFINITA;TONDA;BRYGGERIET VESTFYEN 330ml CSD;;39;24,5;0;358,2;ND;CONVESSA;PCO-CLIENTE
C201278_01;200;28;SOLIDO;101,9;58,72;53mm SP 400;0;PIATTO;ml;NON DEFINITA;TONDA;Schless - 200cc Sleep Gummies;;;;;235,6;ND;CONVESSA;N000005_12
C006951_01;500;19,3;BIBITA GASATA;219,11;65,2;COLLO GENERICO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;PEPSI EMINENCE AXL;TONDA;IBG SUD - PEPSI AXL 500ml - nuovo collo 500ml 26/22;;38;26;;527,9;PE;CONVESSA;DIS.CLIENTE
C006952_01;2000;43;BIBITA GASATA;335,81;101;COLLO GENERICO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;PEPSI EMINENCE AXL;TONDA;IBG SUD - PEPSI AXL 2000ml - nuovo collo 2000ml 26/22;;43,1;43,6;;2054,1;PE;CONVESSA;DIS.CLIENTE
PC000527_01;20000;560;OLIO;468,5;276;COLLO GENERICO SECONDO DIS. CLIENTE;0,3;NON STANDARD;ml;STACKABLE;QUADRA;20lt disegno bottiglia - RAGASA INDUSTRIAS SA DE CV;;;;0;;ST;NON STANDARD;DIS.CLIENTE
C010480_00;1200;31;ACQUA PIATTA;305;85,5;28mm PCO 1881 ISBT-21;0;PETALOIDE;ml;NON DEFINITA;TONDA;ZAIMELLA DEL ECUADOR New 1200ml bottle;;44,9;28;1;1232,8;ND;CONICA;N000264_34
C010483_00;500;27;ALTRO;156,7;74,15;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;GEPACK - Empresa Transformadora de Plasticos, SA - 1 cav Condo 500ml 28-410 Pref 27gr;;32,4;;0;531,5;ND;CONVESSA;DIS.CLIENTE
C010414_02;50;12,3;ALTRO;87,5;34;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;KALOS FLACONE 50 ml - Ho.bag srl;;23,3;;0;60;SW;NON STANDARD;N000011_33
C010478_00;700;29;OLIO;250;73,4;36 mm PER OLIO BERICAP;0;PIATTO;ml;NON DEFINITA;TONDA;ARMA 700 ML CRYSTAL;;29,9;;1;725,5;ND;CONVESSA;N000094_11
C010477_00;1000;29;OLIO;273;82,5;36 mm PER OLIO BERICAP;0;PIATTO;ml;NON DEFINITA;TONDA;ARMA 1000 ML CRYSTAL;;31;;1;1030,1;ND;CONVESSA;N000094_11
C009770_10;19800;697,7;ACQUA PIATTA;488;274,4;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;PER DISPENSER;TONDA;SIPA Sul America Ltda. - Elite Gal«Êes - 20L con maniglia;;94,8;;MH;20343;PD;CONICA;DIS.CLIENTE
C010446_02;2000;42,6;OLIO;283,1;108,5;38 mm BERICAP VER.85;;PIATTO;ml;OLIO;RETTANGOLARE;KOLORWORD PERF 4H: 2000 ML -EDIBLE OIL;;34,9;;;2046;OL;CONVESSA;N000036_85
PC000528_00;10000;138;OLIO;397;205;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;QUADRA;10lt disegno bottiglia - RAGASA INDUSTRIAS SA DE CV;;43,7;;PM;10196,2;ND;NON STANDARD;DIS.CLIENTE
C010449_02;1500;31;;298,5;93,5;28mm PCO 1881 ISBT-21;0;PETALOIDE;ml;NON DEFINITA;TONDA;KOLORWORD PERF 6: 1500 ML - BLU ROUND - KOLOR WORLD PACKAGING (PTY) LTD;;41,2;38;;1533,8;ND;CONVESSA;N000264_34
C009770_09;19800;697,7;ACQUA PIATTA;488;274,4;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;PER DISPENSER;TONDA;SIPA Sul America Ltda. - Elite Gal«Êes - 20L con maniglia;;93;;MH;20295;PD;CONICA;DIS.CLIENTE
C010472_01;1500;26,5;ACQUA PIATTA;302,1;89,35;29/25mm SHORTY NECK FINISH;0,6;PETALOIDE;ml;NON DEFINITA;TONDA;LASCO Manufacturing 1500ml bottle;;35,6;24,5;0;1531,3;ND;CONICA;N000114_00
C010479_00;750;23,5;ACQUA PIATTA;227,4;78;COLLO 38 mm SECONDO DIS. CLIENTE;0,7;PIATTO;ml;NON DEFINITA;TONDA;MAHOU S.A. - SOLAN DE CABRAS - bottella 0,75 litros con 4 ondas;;39,1;;PI;787,9;ND;CONICA;38 mm CLIENTE
C010474_00;500;23,5;ACQUA PIATTA;189,3;72;COLLO 38 mm SECONDO DIS. CLIENTE;0,7;PIATTO;ml;NON DEFINITA;TONDA;MAHOU S.A. - SOLAN DE CABRAS - bottella 0,5 litros con 3 ondas;;38;;;536,5;ND;CONICA;38 mm CLIENTE
C010475_00;2000;48;OLIO;310;106,4;36 mm PER OLIO BERICAP;0;PIATTO;ml;NON DEFINITA;TONDA;ARMA MOMTAZ 2L;;30,8;;1;2037,7;ND;CONICA;N000094_11
C010265_01;2000;43;BIBITA GASATA;335,81;101;COLLO GENERICO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;PEPSI EMINENCE AXL;TONDA;IBG SUD - PEPSI AXL 2000ml;;43,1;43,6;;2054;PE;CONVESSA;DIS.CLIENTE
C010161_03;18927;680;ACQUA PIATTA;497,32;270;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;PER DISPENSER;TONDA;AQUA-DANONE - 5gal Returnable;;100,8;;;19273,3;PD;CONICA;DIS.CLIENTE
C301882_03;685;31;ALTRO;239,4;68,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;TONDA;TingHsin - 680ml;;22;;;693,3;ND;CONCAVA;DIS.CLIENTE
C010450_01;5000;70;ACQUA PIATTA;333,5;165,5;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;QUADRA;KOLORWORD PERF 4H: 5000 ML - BLUE SQUARE KOLOR WORLD PACKAGING (PTY) LTD;;33,1;;0;5033,8;ND;CONICA;38 mm CLIENTE
PC000527_00;20000;480;OLIO;468,5;284;COLLO GENERICO SECONDO DIS. CLIENTE;0,3;NON STANDARD;ml;STACKABLE;QUADRA;20lt disegno bottiglia - RAGASA INDUSTRIAS SA DE CV;;66,8;;0;20527,5;ST;NON STANDARD;DIS.CLIENTE
C010005_07;750;50;DETERGENTE;214;74;28mm SP 410;;PIATTO;;NON DEFINITA;TONDA;POLARIS 750 ml collo 28/410 - Ho.bag srl;;30,3;;0;792,7;ND;CONICA;N000122_18
C010440_02;500;18,7;BIBITA GASATA;207;64;28mm PCO 1881 ISBT-21;3,8;PETALOIDE;ml;NON DEFINITA;TONDA;KOLORWORD PERF 6: 500 ML - 4 PETALS;;29,2;21,5;;513,2;ND;CONCAVA;N000264_34
C010473_00;10000;125;OLIO;405,7;215,7;45 mm 3 LEADS VER.02 NECK FINISH;0;PIATTO;ml;NON DEFINITA;QUADRA;HUILERIES BOTTIGLIA 10L;;65,1;;0;10215,2;ND;NON STANDARD;N000043_02
PC000520_01;330;22,5;BIRRA;193;57,5;28mm PCO 1881;3,1;PETALOIDE;ml;NON DEFINITA;TONDA;Carlsberg Sverige 300ml RAMLOSA;;;19,1;;350,3;ND;CONICA;N000051_86
C010414_01;50;12,3;ALTRO;96,5;32;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;KALOS FLACONE 50 ml - Ho.bag srl;;24,4;;0;60;SW;NON STANDARD;N000011_33
C010464_01;1500;48;SUCCO;240,5;106;38 mm BERICAP VER.85;0,5;PETALOIDE;ml;NON DEFINITA;TONDA;DYNAMIC BRANDS1500 ML JUICE;;32,8;44,5;0;1539,2;ND;CONCAVA;N000036_85
C010443_00;3000;78;OLIO;323;134;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;TONDA;PLASTIMAX - 3000 ml C/ASA , 80g collo 38-410;;50,8;;PM;3054,7;ND;NON STANDARD;DIS.CLIENTE
C301885_01;685;31;ALTRO;229,4;69,5;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;TONDA;TingHsin - 680ml;;22;;;693,3;ND;CONCAVA;DIS.CLIENTE
C301882_02;685;31;ALTRO;239,4;68,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;TONDA;TingHsin - 680ml;;22;;;693,3;ND;CONCAVA;DIS.CLIENTE
C010193_05;1000;55;DETERGENTE;214,5;84,5;28mm SP 410;;PIATTO;;NON DEFINITA;TONDA;Pegaso 1000 ml collo 28/410 - Ho.bag srl;;27,7;;0;1046,4;ND;CONICA;N000122_18
C010440_01;500;16;BIBITA GASATA;207;64;28mm PCO 1881 ISBT-21;3,8;PETALOIDE;ml;NON DEFINITA;TONDA;KOLORWORD PERF 6: 500 ML - 4 PETALS;;30,9;21,5;;515,1;ND;CONCAVA;N000264_34
C010282_02;500;20,5;ACQUA PIATTA;195;69,6;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;QUADRA;SANYU - KFG - 500ml;;45,5;;;591,6;ND;CONICA;PCO-CLIENTE
C010446_01;2000;42,6;OLIO;283,1;108,5;38 mm BERICAP VER.85;;PIATTO;ml;OLIO;RETTANGOLARE;KOLORWORD PERF 4H: 2000 ML -EDIBLE OIL;;35,8;;;2047,9;OL;CONVESSA;N000036_85
C010472_00;1500;26,5;ACQUA PIATTA;302,1;89,35;29/25mm SHORTY NECK FINISH;0,6;PETALOIDE;ml;NON DEFINITA;TONDA;LASCO 1500ml bottle;;35,2;24,5;0;;ND;CONICA;N000114_00
C010464_00;1500;48;SUCCO;223,5;111;38 mm BERICAP VER.85;0,5;PETALOIDE;ml;NON DEFINITA;TONDA;DYNAMIC BRANDS1500 ML JUICE;;31;44,5;0;1535,2;ND;CONCAVA;N000036_85
C008041_03;2000;48;SUCCO;277,5;111;38 mm BERICAP VER.85;0,5;PETALOIDE;ml;NON DEFINITA;TONDA;DYNAMIC BRANDS 2000 ML JUICE;;31,4;44,5;0;;ND;;N000036_85
C008511_02;500;15;ACQUA PIATTA;224;63,7;COLLO PCO SECONDO DIS. CLIENTE;0,3;PETALOIDE;ml;NON DEFINITA;TONDA;BIG TREE BRANDS 500 ML VARTA SMW;;39,7;18,5;;530,3;ND;CONVESSA;PCO-CLIENTE
C300502_06;750;36;BIBITA GASATA;262;74;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;PEPSI EMINENCE AXL;TONDA;Varun - Chisel design (AXL EMINENCE) - 0,75L;;43;27;;780,6;PE;CONVESSA;PCO-CLIENTE
C010428_01;500;9,8;ACQUA PIATTA;203,66;67,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;AGUA MINERAL S. BENEDETTO S.A. - Fonte Cutolo 500ml;;35,2;20;1;523,8;ND;CONVESSA;DIS.CLIENTE
C010468_00;880;42,5;ALTRO;258,58;107,5;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE - Eficaz 880 ml 42.5g comm. 0L360;;42;;1;915,8;ND;CONVESSA;DIS.CLIENTE
C010469_00;450;42,5;ALTRO;207,88;92;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE - Eficaz 450 ml 30g comm. 0L360;;41,2;;1;477,2;ND;CONVESSA;DIS.CLIENTE
C010471_00;200;17,6;POLVERE;130,7;59;28mm PCO;0;PIATTO;ml;NON DEFINITA;TONDA;SQUARE Pharmaceuticals Ltd. - New 200ml bottle drawing with weight 22,0g;;51;;;248,9;ND;CONVESSA;N000140_65
C010470_00;200;22;POLVERE;145,4;61,2;28mm PCO;0;PIATTO;ml;OVALE;OVALE;SQUARE Pharmaceuticals Ltd. - New 200ml bottle drawing with weight 22,0g OVAL;;47,2;;;239;OV;CONVESSA;N000140_65
C010451_01;2000;28,5;ACQUA PIATTA;343,6;100;29/25mm SHORTY NECK FINISH;0;PIATTO;ml;NON DEFINITA;TONDA;SONEM TUNISIA 2000 ML SMW;;35,7;30;;2035,9;ND;CONCAVA;N000114_05
C010467_00;100;17,6;POLVERE;109,7;46,5;28mm PCO;0;PIATTO;ml;NON DEFINITA;TONDA;SQUARE Pharmaceuticals Ltd. - New 100ml bottle drawing with weight 17,6g;;42,9;;;128;ND;CONVESSA;N000140_65
C008667_01;100;17,6;POLVERE;109,7;46,5;28mm PCO;0;PIATTO;ml;NON DEFINITA;TONDA;SQUARE Pharmaceuticals Ltd. - SQUARE 100ml rotondo NO LOGO;;42,9;;;128;ND;CONVESSA;N000140_65
C010436_03;500;18,7;BIBITA GASATA;220;66;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;KOLORWORD PERF 6: 500 ML - BLU ROUND KOLOR WORLD PACKAGING (PTY) LTD;;38,1;25;0;525,5;ND;CONVESSA;PCO-CLIENTE
C002783_04;60;12,7;POLVERE;91;42;28mm PCO;0;PIATTO;ml;STRAIGHT WALL;TONDA;SQUARE PHARMACEUTICAL L.T.D. - New 60ml bottle drawing with weight 12,7g;;40,5;;;84,3;SW;CONICA;N000140_65
C010466_00;500;30;ALTRO;191,5;63;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;- GEPACK - 1 cav BIB 500 500ml 38-400 Pref 30gr;;23,2;;0;534,8;ND;CONICA;38 mm CLIENTE
C010459_01;500;27;ALTRO;140;84;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;GEPACK - Empresa Transformadora de Plasticos, SA - 1 cav Ringbell 500ml;;32,4;;0;538,4;ND;CONVESSA;DIS.CLIENTE
C010456_00;600;11,8;ACQUA PIATTA;234,5;69;COLLO PCO SECONDO DIS. CLIENTE;1;PETALOIDE;ml;NON DEFINITA;TONDA;BEPUSA - GEPP 8 - 600ml Epura;;34,9;20;PI;624,3;ND;CONVESSA;PCO-CLIENTE
C008041_02;2000;48;SUCCO;271;111;38 mm BERICAP VER.85;0,5;PETALOIDE;ml;NON DEFINITA;TONDA;DYNAMIC BRANDS 2000 ML JUICE;;31,9;23;1;2037,2;ND;;N000036_85
C201278_00;200;28;SOLIDO;101,9;58,72;53mm SP 400;0;PIATTO;ml;NON DEFINITA;TONDA;Schless - 200cc Sleep Gummies;;;;;234,4;ND;CONVESSA;N000005_12
C010423_01;300;18;BIBITA GASATA;185;59;28mm PCO 1881 ISBT-21;4,2;PETALOIDE;ml;MULTIPRODUCT;TONDA;SBT TUNISIA: 300 ML CSD BOGA;;43;20;PI;336,4;MP;CONVESSA;N000264_34
C010193_04;1000;55;DETERGENTE;214,5;85;28mm SP 410;;PIATTO;;NON DEFINITA;TONDA;Pegaso 1000 ml collo 28/410 - Ho.bag srl;;30;;0;1050,4;ND;CONICA;N000122_18
C010461_00;350;17,5;SUCCO;186,5;58;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;BIG TREE BEVERAGES - BIG TREE 350 ML NEW JUICE;;38,3;;0;383,9;ND;CONVESSA;DIS.CLIENTE
C010436_02;500;18,7;BIBITA GASATA;220;66;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;KOLORWORD PERF 6: 500 ML - BLU ROUND KOLOR WORLD PACKAGING (PTY) LTD;;36,7;25;0;522,8;ND;CONVESSA;PCO-CLIENTE
C010193_03;1000;55;DETERGENTE;214,5;84;28mm SP 410;;PIATTO;;NON DEFINITA;TONDA;Pegaso 1000 ml collo 28/410 - Ho.bag srl;;25,5;;0;1025,5;ND;CONICA;N000122_18
C010460_00;430;21;SUCCO;208,5;62,1;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;BIG TREE BEVERAGES - BIG TREE 430 ML NEW JUICE;;45,1;;0;484,2;ND;CONVESSA;DIS.CLIENTE
PC000521_00;1500;35;ACQUA PIATTA;302,1;89,35;29/25mm SHORTY NECK FINISH;0,6;PETALOIDE;ml;NON DEFINITA;TONDA;LASCO 1500ml bottle;;30;24,5;0;1517,9;ND;CONICA;N000114_00
C010421_01;650;29;ISOTONICO;193;83,64;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;QUADRA;AJEPER - Disegno e fatibilit«≠ bottiglia 650 ml (New 3d - side 72mm);;15,41;;;675;H;CONVESSA;DIS.CLIENTE
C010459_00;500;32;ALTRO;140;84;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;GEPACK - Empresa Transformadora de Plasticos, SA - 1 cav Ringbell 500ml;;31,5;;0;534,7;ND;CONVESSA;DIS.CLIENTE
C010436_01;500;18,7;BIBITA GASATA;220;66;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;KOLORWORD PERF 6: 500 ML - BLU ROUND KOLOR WORLD PACKAGING (PTY) LTD;;39,7;25;0;523,2;ND;CONVESSA;PCO-CLIENTE
C010457_00;250;22;ALTRO;133;75,22;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;GEPACK - Empresa Transformadora de Plasticos, SA - 1 CAV ONEILL 250ML 22GR;;27,8;;0;280,1;ND;CONICA;DIS.CLIENTE
C010382_02;750;32,2;ALTRO;320;67,5;COLLO PCO SECONDO DIS. CLIENTE;2,5;PETALOIDE;ml;NON DEFINITA;TONDA;San Matteo S.p.A. - 750 ml;;64,1;27,5;0;792,3;ND;CONICA;PCO-CLIENTE
C010417_01;250;25;ALTRO;179,8;49;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;QUADRA;GEPACK - Empresa Transformadora de Plasticos, SA - 1 cav QUADRADA 250ML;;40,1;;0;269,7;ND;CONICA;DIS.CLIENTE
PC000509_01;500;37;SUCCO;185;65;COLLO GENERICO SECONDO DIS. CLIENTE;1,5;NON STANDARD;ml;HEAT SET;TONDA;INDUSTRIAS VENPET YOLO 500 ml, 33 g, collo 33mm;;;;0;501,7;H;CONVESSA;DIS.CLIENTE
C301885_00;685;31;ALTRO;229,4;69,5;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;TONDA;TingHsin - 680ml;;22;;;693,3;ND;CONCAVA;DIS.CLIENTE
C010451_00;2000;28,5;ACQUA PIATTA;343,6;100;29/25mm SHORTY NECK FINISH;0;PIATTO;ml;NON DEFINITA;TONDA;SONEM TUNISIA 2000 ML SMW;;36,3;30;;2037,6;ND;CONCAVA;N000114_05
PC000520_00;330;22,5;BIRRA;193;57,5;28mm PCO 1881;3,1;PETALOIDE;ml;NON DEFINITA;TONDA;Carlsberg Sverige 300ml RAMLOSA;;;19,1;;350,3;ND;CONICA;N000051_86
C301882_01;685;31;ALTRO;239,4;68,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;TONDA;TingHsin - 680ml;;22;;;693,3;ND;CONCAVA;DIS.CLIENTE
C010450_00;5000;70;;318;158;COLLO 38 mm SECONDO DIS. CLIENTE;;PIATTO;ml;;RETTANGOLARE;KOLORWORD PERF 4H: 5000 ML - BLUE SQUARE KOLOR WORLD PACKAGING (PTY) LTD;;34,5;;;5040,1;;CONICA;38 mm CLIENTE
C010436_00;500;18,7;BIBITA GASATA;200;69;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;;TONDA;KOLORWORD PERF 6: 500 ML - BLU ROUND KOLOR WORLD PACKAGING (PTY) LTD;;37,3;25;;526,9;;CONVESSA;PCO-CLIENTE
C301882_00;685;31;ALTRO;239,4;68,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;TONDA;TingHsin - 680ml;;22;;;693,3;ND;CONCAVA;DIS.CLIENTE
