codbottle;volume;weight;product;ALTEZZAMAX;DIAMETROMAX;DESCRIZIONECOLLO;GASATURAPROVV;TIPOFONDODESC;UNITAMISURA;bottletype;DESCPIANTA;DENOMPROVVBOTT;;FILLLEVEL;ALTEZZAPETALO;CODIMPUGNATURA;VOLUMERASOBOCCA;COD_TIPO_BOTTIGLIA;SPALLA;DISEGNOCOLLO
C100260_00;400;19;BIBITA GASATA;203;61;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;AGRICOMINSA 400 ml bottle - Colombia;;39;23;;421,1;ND;CONVESSA;PCO-CLIENTE
C005646_00;500;24;BIBITA GASATA;228,8;65,5;COLLO PCO SECONDO DIS. CLIENTE;4;PETALOIDE;ml;NON DEFINITA;TONDA;HARTWALL - 500 ml New Spin bottle;;40;23;;524,2;ND;CONVESSA;PCO-CLIENTE
C004770_01;1500;28;ACQUA PIATTA;310,8;94;COLLO NOV-267 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PEPSI INDIA 1500ml AQUAFINA;;35;;1;1520,3;ND;CONVESSA;NOV-267-CLIE.
C005616_00;1000;35;BIRRA;299;84;COLLO PCO SECONDO DIS. CLIENTE;2,8;PETALOIDE;ml;BIRRA;TONDA;ISTARSKA PIVOVARA - 1,0 L beer bottle;;61,5;35;;1048;B;CONICA;PCO-CLIENTE
C200329_01;625;20;BIBITA GASATA;245,8;66;COLLO PCO SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;TONDA;AJE MAYA 625 ml;;32,8;;;643,3;ND;CONICA;PCO-CLIENTE
C005653_01;5000;90;OLIO;345;155;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;OLIO;TONDA;SAN MIGUEL INDUSTRIAS PET S.A. 5,0 L OLIO;;55;;;5160,4;OL;CONVESSA;DIS.CLIENTE
C100259_01;10000;126;ACQUA PIATTA;410;207;COLLO GENERICO SECONDO DIS. CLIENTE;0,5;PIATTO;ml;NON DEFINITA;RETTANGOLARE;CCIL- BRASILE -Ciel/Crystal 10.0L- Collo 48 mm (Retangolare) con grip;;47,7;44;;10125,2;ND;CONICA;DIS.CLIENTE
C300398_00;620;12;ACQUA PIATTA;233,6;66;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PERRIER VITTEL 0,6L NPL Water;;25;;;635,3;ND;CONVESSA;DIS.CLIENTE
C100259_00;10000;126;ACQUA PIATTA;405;206,7;COLLO GENERICO SECONDO DIS. CLIENTE;0,5;PIATTO;ml;NON DEFINITA;RETTANGOLARE;CCIL- BRASILE -Ciel/Crystal 10.0L- Collo 48 mm (Retangolare) con grip;;45,7;44;;10111;ND;CONICA;DIS.CLIENTE
C005658_00;1500;56;SUPERALCOLICO;295;99,2;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;INDUSTRIAS EL CARMEN 1500 ml Sangria;;30;;;1510,2;ND;NON STANDARD;DIS.CLIENTE
C300349_01;1500;29;BIBITA GASATA;312;90;28mm PCO 1881;0;PETALOIDE;ml;NON DEFINITA;TONDA;Project blowing mold for 1.5L. MW - Coca;;34,5;20;1;1532,5;ND;CONICA;N000051_86
C005116_01;420;37,5;SOLIDO;113,7;96;90mm;;PIATTO;ml;BOCCA LARGA;TONDA;APPE - ARTENIUS PET PACKAGING EUROPE cib lab Cleopatra 428ml;;40;;;628;BL;NON STANDARD;N000157_01
C300395_01;600;24,5;THE;226;65,7;"28mm PCO ""1881MODIF"" FOR HEATSET";0;NON STANDARD;ml;HEAT SET;TONDA;Ting Hsin HF 0,6 L New ice red bottle for ECS;;27;;1;635,2;H;CONVESSA;N000140_42
C300395_02;600;26;THE;226;65,7;"28mm PCO ""1881MODIF"" FOR HEATSET";0;NON STANDARD;ml;HEAT SET;TONDA;Ting Hsin HF 0,6 L New ice red bottle for ECS;;27;;1;635,3;H;CONVESSA;N000140_42
C300400_00;600;27,9;THE;226;71,1;"28mm PCO ""1881MODIF"" FOR HEATSET";0;NON STANDARD;ml;HEAT SET;TONDA;Ting Hsin HF 0,6 L Fresh tea bottle for ECS;;27;;1;630;H;CONVESSA;N000140_42
C005656_00;1500;50;SUCCO;260;102,5;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;TWIZZA - 1,5 L rettangolare collo 38 mm;;31;;;1533,2;ND;NON STANDARD;38 mm CLIENTE
C005655_00;4000;58;SUCCO;310;129,5;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;TWIZZA - 3,0 L rettangolare collo 38 mm;;31,6;;;3034,7;ND;NON STANDARD;38 mm CLIENTE
C005610_01;1500;36;SUCCO;298;93;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;TONDA;ROYAL DRINKS - JUICE WATER - 1500ml -;;40;;;1556,6;ND;CONVESSA;DIS.CLIENTE
C005653_00;5000;90;OLIO;345;155;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;OLIO;TONDA;SAN MIGUEL INDUSTRIAS PET S.A. 5,0 L OLIO;;55;;;5160,4;OL;CONVESSA;DIS.CLIENTE
C005650_00;900;37;DETERGENTE;260;96;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;OVALE;OVALE;PROVEEDORA DE SERVICIOS, S.A. Fabuloso 0.9L;;42,7;;;939,4;OV;NON STANDARD;PCO-CLIENTE
C005428_03;5000;86;OLIO;321;179,1;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;LESIEUR FRANCE 5,0 L olio;;49,7;;;5200;ND;CONVESSA;DIS.CLIENTE
C005623_01;12000;130;ACQUA PIATTA;322;241,2;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;COLLASSABILE;QUADRA;ITOCHU MACHINE-TECHNOS CORP. 12 L QUADRO;;;;;12433,1;CL;CONVESSA;DIS.CLIENTE
C300395_00;600;24,5;THE;226;65,7;"28mm PCO ""1881MODIF"" FOR HEATSET";0;NON STANDARD;ml;HEAT SET;TONDA;Ting Hsin HF 0,6 L New ice red bottle for ECS;;27;;1;634,9;H;CONVESSA;N000140_42
C005649_00;500;10,5;ACQUA PIATTA;196,38;66,04;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;BIG 8 BEVERAGES LIMITED;;29,74;;;518,5;ND;CONVESSA;DIS.CLIENTE
C300389_01;600;22,28;BIBITA GASATA;251;67,5;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;FANTA SPLASH;TONDA;Zhuhai Zhongfu Enterprise Co. - Coca cola - Fanta 600 ml;;41;24;;625,4;FS;CONICA;PCO-CLIENTE
C300394_00;600;26;THE;226;70,3;"28mm PCO ""1881MODIF"" FOR HEATSET";0;NON STANDARD;ml;HEAT SET;TONDA;Ting Hsin HF 0,6 L Fresh tea bottle for ECS;;27;;1;634,2;H;CONVESSA;N000140_42
C300396_00;600;27,9;THE;226;71,4;"28mm PCO ""1881MODIF"" FOR HEATSET";0;NON STANDARD;ml;HEAT SET;TONDA;Ting Hsin HF 0,6 L New ice red bottle for ECS;;27;;1;629,8;H;CONVESSA;N000140_42
C300397_00;600;26;THE;226;70,5;"28mm PCO ""1881MODIF"" FOR HEATSET";0;NON STANDARD;ml;HEAT SET;TONDA;Ting Hsin HF 0,6 L New ice red bottle for ECS;;27;;1;631,1;H;CONVESSA;N000140_42
C005486_01;350;16;ALTRO;188;62;28mm PCO 1881 HF;0;NON STANDARD;ml;HEAT SET;TONDA;SIPA 350 ml Hot Fill lightweighting per UCR;;;;;377,4;H;CONVESSA;N000051_69
C005647_00;10000;142;OLIO;406;194;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;QUADRA;LESIEUR FRANCE 10,0 L olio;;66,7;;;10275;ND;CONVESSA;DIS.CLIENTE
C005631_01;500;20,5;ACQUA PIATTA;203,5;67;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PACIFIC ALLIED - 500 ml Private Label;;36;;;512,9;ND;CONVESSA;PCO-CLIENTE
C200381_11;600;15;ACQUA PIATTA;234,29;69;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 600ml;;41,5;17;;624,9;ND;CONVESSA;PCO-CLIENTE
C005638_01;1500;42;SUCCO;320;90,6;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PARMALAT - Santal 1500 cc;;37;;;1557,1;ND;CONVESSA;38 mm CLIENTE
C200457_02;1500;40;ACQUA PIATTA;280;92;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;EMBOSUR-Generico 1.5L;;37,5;36;;1530,7;ND;CONVESSA;DIS.CLIENTE
C200457_01;1500;40;ACQUA PIATTA;280;92;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;EMBOSUR-Generico 1.5L;;34;36;;1519;ND;CONVESSA;DIS.CLIENTE
C200457_00;1500;40;ACQUA PIATTA;280;92;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;EMBOSUR-Generico 1.5L;;34;36;;1519;ND;CONVESSA;DIS.CLIENTE
C200456_00;3000;80;ACQUA PIATTA;315;124;COLLO GENERICO SECONDO DIS. CLIENTE;0,5;PIATTO;ml;NON DEFINITA;QUADRA;YOLI-Valle Frut 3,0L;;47,2;27,5;;3098,5;ND;CONVESSA;DIS.CLIENTE
C200455_00;3000;80;ACQUA PIATTA;315;124;COLLO GENERICO SECONDO DIS. CLIENTE;0,5;PIATTO;ml;NON DEFINITA;QUADRA;YOLI-Ciel 3,0L;;47,5;27,5;;3098,5;ND;CONVESSA;DIS.CLIENTE
C200445_05;1500;30;ACQUA PIATTA;312,29;94;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 1500ml;;39;22;;1521,7;ND;CONVESSA;PCO-CLIENTE
C200445_03;1500;20,5;ACQUA PIATTA;302,69;94;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 1500ml;;35;22;;1522,7;ND;CONVESSA;PCO-CLIENTE
C200445_02;1500;28;ACQUA PIATTA;312,29;94;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 1500ml;;35;22;;1520,5;ND;CONVESSA;PCO-CLIENTE
C200445_01;1500;28;ACQUA PIATTA;308;94;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 1500ml;;35;22;;1520,5;ND;CONVESSA;PCO-CLIENTE
C200444_03;1000;16,8;ACQUA PIATTA;266,69;82;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 1000ml;;31;20;;1020,8;ND;CONVESSA;PCO-CLIENTE
C200444_02;1000;23;ACQUA PIATTA;276,29;82;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 1000ml;;39,5;22;;1021;ND;CONVESSA;PCO-CLIENTE
C200444_01;1000;20,9;ACQUA PIATTA;272;82;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 1000ml;;35;22;;1021;ND;CONVESSA;PCO-CLIENTE
C200443_03;250;11,5;ACQUA PIATTA;169,69;52,5;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 250ml;;23,5;21,2;;260,9;ND;CONVESSA;PCO-CLIENTE
C200443_02;250;13;ACQUA PIATTA;179,3;52,5;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 250ml;;35;21,2;;269,2;ND;CONVESSA;PCO-CLIENTE
C200443_01;250;12,4;ACQUA PIATTA;175;52,5;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 250ml;;35;17;;269,2;ND;CONVESSA;PCO-CLIENTE
C200442_04;355;14,28;ACQUA PIATTA;194,89;59;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 355ml;;34,5;17;;374,1;ND;CONVESSA;PCO-CLIENTE
C200442_03;355;11,5;ACQUA PIATTA;189,69;59;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 355ml;;30,4;17;;373;ND;CONVESSA;PCO-CLIENTE
C200442_02;355;13;ACQUA PIATTA;199,29;59;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 355ml;;40;17;;377,8;ND;CONVESSA;PCO-CLIENTE
C200442_01;355;17,6;ACQUA PIATTA;195;59;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 355ml;;33;17;;371,2;ND;CONVESSA;PCO-CLIENTE
C200441_04;600;14,28;ACQUA PIATTA;214,89;66;COLLO PCO SECONDO DIS. CLIENTE;0,34;PETALOIDE;ml;NON DEFINITA;TONDA;POLYKON- GENERICA 500ml;;36,3;17;;522,8;ND;CONVESSA;PCO-CLIENTE
