Region;Country;City;Altitude;Tmin;Tmax;Twb;Voltage;Frequency;Tollerance;Elec_Norm;Press_Norm;ISO
E2 - North Europe;Isle of Man;Isle Of Man;17;-5,2;27,6;19,8;400;50;10;CE;PED;IM
E2 - North Europe;Isle of Man;Point Of Ayre Lh;9;-4,7;25,9;19,8;400;50;10;CE;PED;IM
E2 - North Europe;Latvia;Ainazi;5;-30,7;31,7;25;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Aluksne;193;-31,6;32,7;23,5;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Daugavpils;122;-34,8;34,8;26,1;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Dobele;44;-28,5;35,2;25;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Gulbene;143;-31,4;34,3;24,7;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Jelgava;9;-32,8;34;25,6;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Kolka;5;-24,5;30,2;24;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Liepaja ;5;-28,2;33,3;27,5;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Mersrags;6;-32;33;27,6;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Priekuli;122;-30,1;33,1;24,1;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Rezekne;157;-32,2;33,4;26,2;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Riga;26;-31,2;35,1;26;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Riga ;26;-30,8;34;25,2;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Saldus;112;-30,1;33,1;25,4;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Stende;79;-28,7;32,9;24,4;400;50;10;CE;PED;LV
E2 - North Europe;Latvia;Ventspils;3;-25,5;34,9;24,8;400;50;10;CE;PED;LV
E2 - North Europe;Norway;Alta;3;-28,7;30,1;20,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Andoya;13;-14,2;26,2;19,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Banak Lakselv;8;-32,7;32;20,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Bardufoss;77;-31,8;30,4;19,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Bergen Flesland;52;-12,6;30,1;21,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Bergen Florida;36;-12,3;31,5;21,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Bo I Vesteralen;8;-10,8;27,8;19,1;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Bodo;13;-15,1;29,1;19,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Brata-Slettom;664;-31,3;28,9;18,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Dombaas;638;-29,1;30,3;18,8;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Drammen Berskog;8;-25,7;34;21,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Drevsjo;674;-38,4;29,6;18,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Eik Hove;66;-24,8;29,7;21,8;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Ekofisk;49;-5,4;23,7;21,2;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Ekofisk Oil Platform;3;-4,7;24,5;21;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Evenes Harstad Narvik;26;-23,5;32,9;20,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Evenstad-Overenget;255;-35,1;33,2;21,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Fagernes;365;-31;31,6;19,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Fedje;20;-7,6;27,5;19,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Ferder Fyr;8;-14,4;27,9;22,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Fet I Eidfjord;737;-23,4;27;17,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Filefjell;955;-36,6;26,4;17,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Fjaerland Bremuseet;3;-26,2;31,1;20,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Flisa Ii;185;-31,3;32,3;21,2;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Fokstua Ii;974;-27,7;26,6;15,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Fruholmen Fyr;14;-15,5;25,9;21,8;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Geilo-Oldebraten;773;-33,1;29,2;17,1;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Gullfaks C;78;-4,3;24,8;19,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Gullfax Platform;10;-6,2;24,5;19,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Gvarv;93;-21,6;32,4;21,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Hakadal;170;-29,1;33,2;24,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Halten Fyr;16;-13,1;24,2;18,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Hamer;222;-26,1;31,6;21,2;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Hammerfest;81;-20;29,9;21,1;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Harstad;45;-16;30,9;19,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Heidrun;80;-7,5;23,8;17,8;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Hekkingen Fyr;14;-15,5;27,3;19,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Helligvaer Ii;24;-12;27,1;18,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Honefoss-Hoyby;140;-26,2;33,4;20,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Hovden-Lundane;836;-34,5;28,3;16,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Hoybuktmoen Kirkenes;86;-34;31,3;27;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Hoydalsmo Ii;562;-29,5;29,8;18,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Jomfruland Fyr;5;-16;29,1;21,1;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Karasjok;133;-43,8;31,7;21,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Karmoy Haugesund;26;-16,3;30,1;20,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Kautokeino Ii;307;-46,6;29,2;20,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Kjevik Kristiansand;17;-22,2;30,1;21,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Kongsberg Brannstasjon;173;-27,2;33,4;20,2;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Kongsvinger;148;-31,1;33;21,1;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Konnerud;193;-25,7;31,8;21,2;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Kvamskogen-Jonshogdi;455;-17,7;29,3;19,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Kvamsoy;50;-8,9;32,2;21,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Kvernberget Kristiansund;62;-14,1;30,5;20,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Kvitsoy Nordbo;22;-7,5;27,9;20,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Lillehammer-Saetherengen;239;-26,3;32,5;21,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Lindesnes Fyr;13;-11,8;26,3;20,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Lista Fyr;14;-13,6;28,5;22,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Lyngor Fyr;5;-15;28,7;21,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Makkaur Fyr;9;-22;29,1;20,1;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Melsom;26;-23,3;32,8;21,8;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Meraker-Egge;171;-29;33,3;21,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Midtlaeger;1081;-19,7;24,1;14,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Mosstrand Ii;977;-27;28,1;16,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Myken;13;-9,8;24,9;18,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Nesbyen-Todokk;166;-31,4;34,1;20,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Nordoyan Fyr;33;-14,4;24,9;20,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Oksoy Fyr;8;-14,4;26,6;22,2;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Ona Ii;15;-7,9;25,1;18,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Orkdal-Thamshamn;4;-26,8;31,6;20,2;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Orland;9;-17,8;30,9;22;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Oslo Gardermoen;208;-27,3;31,6;21,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Oslo-Blindern;97;-21;33,7;21,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Rena;256;-35,1;32,1;21,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Roros;630;-42;29,8;20,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Rygge Moss;53;-24,6;31,9;21,8;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Selbu;160;-29,7;31,6;21,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Skibotn 2;20;-28,2;32,9;20,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Sklinna Fyr;16;-12,7;25,4;18,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Skrova Fyr;11;-11,3;27,8;18,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Slatteroy Fyr;16;-8,6;29,1;20,8;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Slettnes Fyr;10;-19,2;26,2;19,8;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Sola Stavanger;9;-15,9;30,8;23,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Solvaer Iii;10;-12,6;27,1;18,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Sorkjosen;5;-26,4;31,7;19,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Sortland;3;-14,2;29;20,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Steinkjer;80;-22,9;32,8;22;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Stromtangen Fyr;10;-18,6;30,3;22;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Stryn;208;-18,9;31,4;19,8;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Sula;6;-10,3;26,2;20,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Suolovuopmi Lulit;381;-40,7;30,1;24,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Svinoy Fyr;37;-6,9;25,1;20,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Tafjord;17;-13,2;30,1;20,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Torsvag Fyr;24;-11,9;25,1;17,9;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Torungen Fyr;15;-15,7;27,4;21,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Tromso;115;-17,3;30,3;19,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Tromso Ap;9;-17,3;27,6;21,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Trondheim Vaernes;17;-24,6;31,8;21,2;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Trondheim Voll;132;-22,4;30,6;20,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Trysil Vegstasjon;361;-33,2;34,2;20,3;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Tryvannshogda;528;-19,6;29,9;19,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Tveitsund;252;-26,3;31,3;21,2;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Tynset-Hansmoen;482;-41,4;31;19,1;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Utsira Fyr;56;-8,1;27;21,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Vangsnes;51;-10,1;30,7;19,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Vardo;15;-19,2;24,9;19,6;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Veggli Ii;275;-25;33,5;21,5;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Veiholmen;5;-10,6;26,1;18,1;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Vigra Alesund;21;-10,5;28,6;20,7;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Vossevangen;55;-30,3;33,2;20,4;400;50;10;CE;PED;NO
E2 - North Europe;Norway;Ytteroyane Fyr;25;-7,1;26,3;20,6;400;50;10;CE;PED;NO
E2 - North Europe;Svalbard and Jan Mayen;Barentsburg;75;-30,1;16,8;11,6;400;50;10;CE;PED;SJ
E2 - North Europe;Svalbard and Jan Mayen;Bjornoya Island;18;-28,3;19,9;16;400;50;10;CE;PED;SJ
E2 - North Europe;Svalbard and Jan Mayen;Hopen Island;10;-35,8;14;11,4;400;50;10;CE;PED;SJ
E2 - North Europe;Svalbard and Jan Mayen;Hornsund;12;-28,9;12,1;10,1;400;50;10;CE;PED;SJ
E2 - North Europe;Svalbard and Jan Mayen;Jan Mayen;9;-21;15,8;13,9;400;50;10;CE;PED;SJ
E2 - North Europe;Svalbard and Jan Mayen;Ny-Alesund;8;-32,2;15,8;12,9;400;50;10;CE;PED;SJ
E2 - North Europe;Svalbard and Jan Mayen;Svalbard;27;-38,1;19;14,6;400;50;10;CE;PED;SJ
E2 - North Europe;Sweden;Adelso;6;-30,4;31,7;23,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Alvdalen;253;-33;30,6;22,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Alvsbyn;43;-41,8;32,5;23,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Amot;162;-32,3;31,1;22,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Angelholm Barkakra;18;-22,2;32,8;24,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Angelholm Helsingborg;47;-21;33,4;23,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Are;435;-34;31,4;21;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Arjeplog;432;-39,3;28,7;19,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Arvidsjaur;384;-39,9;31,3;20,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Arvika;72;-35,5;32,2;23,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Asele;308;-40,8;30,7;21,5;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Bergarud;55;-30,5;32,6;23;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Bjuroklubb;43;-29,7;30,6;22,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Blomskog;171;-26,7;30,4;21,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Borlange Dala;153;-29,6;32,4;21,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Bortnan;467;-37,9;29,5;20,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Bramon;18;-24,5;27,5;21,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Brattmon;205;-32,3;32,7;21,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Broen;47;-23,6;32,4;27,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Buresjon;393;-41,2;30,2;20,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Daglosen;133;-32,5;31,6;22,5;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Delsbo;72;-31,4;31,5;23,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Edsbyn;185;-35,2;31,5;22,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Eskilstuna;15;-32;32,2;23,5;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Falsterbo;5;-13,3;29,8;22,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Faro Island;8;-14,3;29,5;24,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Farosund-Ar;13;-14,3;30,2;23,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Film;35;-30,4;32,4;23,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Flatruet;995;-29;25,2;17,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Floda;33;-31;32,5;22,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Follinge;362;-33,1;30,2;21,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Fransta;105;-41,1;32,9;22,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Fredrika;327;-37,6;30,4;20,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Froson Are Ostersund;376;-31,8;29,9;21,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Gallivare Lapland;313;-41,6;31,3;21,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Gardsjo;212;-21,9;31,2;23,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Gavle Sandviken Afb;16;-30,2;32,3;22,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Gladhammar;31;-28,1;33,9;23,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Goteborg;2;-19,3;31,8;23,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Goteborg Landvetter;154;-20,6;32;23;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Goteborg Save;18;-22,9;31,8;24,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Gotska Sandon;17;-15,2;30,9;24;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Gubbhogen;310;-35,4;30,2;21,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Gunnarn;251;-40,1;31;20,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Gustavsfors;188;-35,7;31,8;21,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hagshult;170;-26,8;33,7;22,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hallands Vadero;10;-12,7;30,4;22,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hallandsasen;140;-20,3;32;23,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hallhaxasen;376;-33,6;29,7;20,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hallum;71;-30,1;32,4;23,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Halmstad;31;-19,8;31,9;23,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hamra;455;-27;29,1;21,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hano;60;-13,3;29,4;22;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Haparanda;6;-35,7;29,8;22,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Harjedalen Sveg;362;-40,6;31,7;21,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Harstena;18;-19,5;30,1;23,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Helsingborg;44;-20,7;30,6;24,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Helsinge Soderhamn;36;-26,5;34,2;22,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hemavan Tarnaby;458;-42,3;29,4;20,5;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hemavan-Gierevarto;793;-42,7;26,7;17,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hemling;183;-34,6;30,3;21,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hoburg Fyr;39;-12,9;29,4;23,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hogfjallshotellet;744;-25,3;27,8;19,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Holmogadd;6;-25,1;25,3;21,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Holmon;8;-30,5;30;22,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Horby;114;-21;31,7;23;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Horn;91;-34,5;32,6;26,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hoting;241;-39,2;30,9;21,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hud;80;-22,4;31,8;23,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Hunge;343;-37,5;29,6;20,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Idre Fjall;869;-26,4;27,9;18,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Idvattnet;353;-41,8;30,9;20,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Jarnasklubb;7;-31;26,8;23,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Jokkmokk;275;-40,5;30,4;22,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Jonkoping;226;-28;32,6;22,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Junsele;214;-38,4;31,4;22,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kalmar;4;-27,3;33,1;23,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Karesuando;330;-46,2;29,4;20,5;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Karlsborg;94;-24,7;31,7;24,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Karlstad;107;-26,7;31,4;22,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Karlstad Sol;46;-27,4;32,7;22,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Katterjakk;517;-34,1;27;18,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kerstinbo;57;-31;31,3;22,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kettstaka;225;-21,4;31,1;23,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kilsbergen-Suttarboda;219;-21,8;30,4;21,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kiruna;460;-38,1;28,3;19,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Klimpfjall;593;-39,6;27,1;18,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Klovsjohojden;803;-26,9;27,2;23,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kolmarden-Stromsfors;155;-22;35,3;22,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Korsvattnet;717;-30,4;28,3;19,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Krangede;184;-35,2;30,8;22,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kristianstad Everod;23;-25,9;34,2;23,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kroppefjall-Granan;174;-22,2;30,9;22,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kuggoren;10;-23,2;28,2;22,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kullens Fyr;72;-16,3;30,7;21,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kvikkjokk Arrenjarka;320;-43,5;30,2;21;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Kymbo;220;-33,2;32;23,1;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Lainio;317;-41,8;27,7;20,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Lakatrask;186;-39,8;32,1;22,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Landsort;20;-16,9;26,8;22,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Latnivaara;453;-39,7;30,2;20,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Linkoping;52;-26,5;33,7;23,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Linkoping Malmen;94;-28,2;33,8;23,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Ljungby;148;-28,4;32,6;23,5;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Ljungbyhed;43;-24,3;33,8;23,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Lulea Kallax;20;-36,8;31,4;21,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Lungo;18;-29,8;29,8;23,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Lycksele;211;-41,2;32,6;21,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Mala-Brannan;363;-38,3;29,5;19,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Malexander;197;-24,4;33,8;22,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Malilla;98;-30,5;35,1;22,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Malmo;21;-20,4;31,8;24,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Malmo Sturup;72;-23,6;31,3;23,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Malung;306;-34,2;31,7;22,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Maseskar;16;-14,4;27,7;22;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Mattmar;365;-33,2;30,1;20,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Mora Siljian;197;-32,6;30,9;22,9;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Naimakka;402;-42,5;28,3;19,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Nidingen;2;-13,5;27,8;22,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Nikkaluokta;468;-44,1;28,2;19;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Nordkoster;35;-17;30,2;22,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Norrkoping;42;-26,6;32,8;23,4;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Norrkoping Bravalla;33;-29,5;32,3;23,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Norrkoping Kungsangen;10;-27,4;33;23;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Norsjo;310;-39,2;30,3;19,7;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Olands Norra Udde;4;-13,1;30,4;24,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Olands Sodra Udde;3;-15,3;26,8;22,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Orebro;53;-28,8;33,5;23,8;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Ornskoldsvik;108;-31,8;32;21,5;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Orskar;9;-20,9;31,1;22,5;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Osby;85;-25,6;34,3;23,6;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Ostmark;310;-32,9;31,4;22,2;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Overkalix Svartbyn;62;-41,7;31,5;21,5;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Paharova;229;-35,8;32,2;22;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Pajala;171;-40,8;29,8;21,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Parkalompolo;313;-39,3;30,1;21,3;400;50;10;CE;PED;SE
E2 - North Europe;Sweden;Petistrask;258;-39,6;31,6;21,5;400;50;10;CE;PED;SE
