pref_drw;neck_drw;preform_weight;neck_weight;body_weight;length;thickness;max_diam;DiametroSottobaga;base_thikness;PartingLine;DiametroPLine;neck_nominal_diam;DIAMETRO_BAGA;DIAMETRO_INTERNO;neck_height;NUMEROPRINCIPI;shape;cycle_time;TON;cavitation;DescrizioneCollo;HEATSET
PN008290_02;N000162_19;17,00;3,30;13,70;81,90;2,89;20,39;29,00;2,31;21,91;26,53;32,00;35,70;27,00;14,90;2;Bell;10,90;500;128;32mm 2 LEADS;n
PN007086_00;N000114_09;17,00;2,10;14,90;95,00;2,59;20,00;28,00;2,09;17,60;0,00;29,00;32,50;25,10;12,60;3;Bell;8,00;500;144;29/25mm SHORTY NECK FINISH;n
PN004068_00;N000051_69;17,00;3,80;13,20;72,00;3,30;22,80;25,00;2,48;22,00;0,00;28,00;31,00;21,74;17,00;1;Bell;10,50;500;96;28mm PCO 1881 HF;s
PN009039_01;N000311_13;16,90;2,68;14,22;89,23;2,94;19,79;24,70;2,24;21,00;23,80;26,00;33,00;21,74;15,06;1;Bell;9,60;500;180;26/22 mm;n
PN010533_01;N000140_59;16,50;3,80;12,70;71,00;3,89;19,50;25,50;2,72;22,00;25,17;28,00;33,00;21,74;17,00;1;Bell;11,30;500;200;28mm PCO 1881;n
PN010463_01;N000264_34;16,50;3,80;12,70;86,00;2,45;20,90;25,50;2,13;22,00;25,08;28,00;33,00;21,74;17,00;1;Bell;8,40;250;96;28mm PCO 1881 ISBT-21;n
PN010463_00;N000264_49;16,50;3,10;13,40;86,00;2,63;20,90;25,50;2,24;22,00;25,08;28,00;32,00;21,74;17,00;1;Bell;8,90;250;96;28mm PCO 1881 LIGHT;n
PN007641_02;N000051_86;16,50;3,80;12,70;82,20;3,00;20,11;25,50;2,55;23,00;24,55;28,00;33,00;21,74;17,00;1;Bell;9,40;500;144;28mm PCO 1881;n
PN008629_01;N000264_49;16,50;3,10;13,40;86,87;2,61;20,67;25,50;2,17;23,00;24,62;28,00;32,00;21,74;17,00;1;Bell;8,90;350;128;28mm PCO 1881 LIGHT;n
PN007641_01;N000051_86;16,50;3,80;12,70;91,40;2,33;20,22;25,50;1,98;23,00;24,56;28,00;33,00;21,74;17,00;1;Bell;8,40;500;144;28mm PCO 1881;n
PN008907_03;N000264_94;16,20;3,80;12,40;82,10;2,93;19,20;25,70;2,34;22,00;25,45;28,00;33,00;21,74;17,00;1;Bell;9,10;500;180;28mm PCO 1881 ISBT-21;n
PN004290_00;N000051_86;16,20;3,80;12,40;86,50;2,57;19,63;25,50;2,21;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;9,50;500;144;28mm PCO 1881;n
PN010465_00;N000311_55;16,00;2,64;13,36;84,06;2,63;20,90;25,50;2,24;20,06;25,08;26,00;32,00;21,74;15,06;1;Bell;8,90;250;96;26/22 mm;n
PN010482_00;N000311_17;16,00;2,41;13,59;87,00;2,93;18,70;25,20;2,49;18,50;25,13;26,00;31,50;21,74;13,37;1;Bell;9,20;500;180;26/22 mm;n
PN008907_02;N000264_93;16,00;3,61;12,39;82,10;2,93;19,20;25,70;2,34;22,00;25,45;28,00;32,50;21,74;17,00;1;Bell;9,10;500;180;28mm PCO 1881;n
PN008907_01;N000264_34;16,00;3,80;12,20;81,30;2,93;19,20;25,70;2,30;22,00;25,45;28,00;33,00;21,74;17,00;1;Bell;9,10;500;180;28mm PCO 1881 ISBT-21;n
PN008491_02;N000264_34;16,00;3,80;12,20;83,30;2,80;19,00;25,50;2,15;23,00;24,37;28,00;33,00;21,74;17,00;1;Bell;8,20;350;72;28mm PCO 1881 ISBT-21;n
PN008236_00;N000300_31;16,00;4,55;11,45;65,00;3,48;20,20;35,50;2,78;24,50;33,02;38,00;41,00;32,40;17,50;2;Bell;9,50;350;72;38mm BERICAP;n
PN008118_00;N000114_05;16,00;2,40;13,60;95,00;2,25;20,34;28,00;1,91;17,60;27,03;29,00;32,50;25,10;12,60;3;Bell;8,00;500;180;29/25mm SHORTY NECK FINISH;n
PN007069_00;N000114_09;16,00;2,10;13,90;95,00;2,36;20,00;28,00;1,95;17,60;0,00;29,00;32,50;25,10;12,60;3;Bell;7,50;500;144;29/25mm SHORTY NECK FINISH;n
PN006268_00;N000264_31;16,00;3,80;12,20;80,00;2,91;19,55;25,50;2,50;22,50;0,00;28,00;33,00;21,74;17,00;1;Bell;9,70;350;128;28mm PCO 1881;n
PN005706_00;N000187_75;16,00;4,40;11,60;71,13;2,37;22,55;36,50;2,20;21,50;0,00;38,00;43,00;33,40;16,50;3;Bell;7,50;350;96;38mm 3 LEADS;n
PN006194_00;N000264_06;15,90;3,80;12,10;78,00;2,96;19,80;25,50;2,35;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;10,00;500;180;28mm PCO 1881;n
PN005778_00;N000187_88;15,90;4,30;11,60;67,50;3,18;20,41;36,50;2,23;22,27;0,00;38,00;43,00;33,42;16,50;3;Bell;9,20;350;72;38mm 3 LEADS - BC VENTED;n
PN005658_00;N000051_86;15,80;3,80;12,00;88,00;2,25;20,28;25,70;2,02;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;8,00;250;48;28mm PCO 1881;n
PN010322_00;N000268_16;15,70;3,78;11,92;87,80;2,24;20,46;24,70;2,20;22,00;24,10;28,00;33,00;21,74;17,00;1;Bell;8,40;500;200;28mm PCO 1881 ISBT-21;n
PN008606_00;N000140_65;15,70;3,47;12,23;75,00;2,98;20,80;25,50;2,68;21,00;25,07;28,00;31,00;21,74;17,00;1;Bell;9,90;250;96;28mm PCO;n
PN007879_00;N000264_34;15,60;3,80;11,80;76,20;3,19;18,81;25,50;2,40;23,00;23,97;28,00;33,00;21,74;17,00;1;Bell;8,90;500;144;28mm PCO 1881 ISBT-21;n
PN006978_00;N000051_86;15,60;3,80;11,80;87,60;2,15;20,79;25,50;1,97;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;8,30;500;144;28mm PCO 1881;n
PN007933_02;N000311_28;15,50;2,68;12,82;84,00;2,90;19,61;24,50;2,20;21,20;23,31;26,00;33,00;21,74;15,06;1;Bell;10,00;500;128;26/22 mm;n
PN006299_00;N000051_86;15,40;3,80;11,60;87,80;2,20;20,50;25,20;2,00;25,00;0,00;28,00;33,00;21,74;17,00;1;Bell;9,00;500;128;28mm PCO 1881;n
PN008675_00;N000140_80;15,35;3,60;11,75;79,93;2,91;18,40;25,50;2,43;21,20;25,01;28,00;33,00;21,74;16,13;1;Bell;10,00;500;96;28mm PCO1873;n
PN003242_00;N000051_86;15,10;3,80;11,30;70,00;3,16;20,00;26,00;2,69;24,00;0,00;28,00;33,00;21,74;17,00;1;Bell;10,70;500;96;28mm PCO 1881;n
PN010349_00;N000264_34;15,00;3,80;11,20;84,00;2,15;20,86;25,50;1,94;22,00;24,94;28,00;33,00;21,74;17,00;1;Bell;7,60;500;180;28mm PCO 1881 ISBT-21;n
PN007215_00;N000264_34;15,00;3,80;11,20;81,00;2,61;19,00;25,50;2,22;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;10,60;500;128;28mm PCO 1881 ISBT-21;n
PN007085_00;N000114_09;15,00;2,10;12,90;95,00;2,13;20,00;28,00;1,90;17,60;0,00;29,00;32,50;25,10;12,60;3;Bell;7,20;500;144;29/25mm SHORTY NECK FINISH;n
PN006902_00;N000264_53;15,00;3,80;11,20;65,00;4,16;18,73;25,70;3,12;23,00;0,00;28,00;33,00;21,74;17,00;1;Bell;11,30;500;144;28mm PCO 1881;n
PN005610_00;N000051_86;15,00;3,80;11,20;86,50;2,24;19,63;25,50;2,00;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;9,50;500;144;28mm PCO 1881;n
PN010538_01;N000140_59;14,50;3,80;10,70;71,00;2,99;19,50;25,50;2,15;22,00;25,17;28,00;33,00;21,74;17,00;1;Bell;9,10;500;200;28mm PCO 1881;n
PN008791_00;N000114_05;14,50;2,40;12,10;88,45;2,36;18,94;28,00;2,01;18,00;27,64;29,00;32,50;25,10;12,60;3;Bell;7,60;500;144;29/25mm SHORTY NECK FINISH;n
PN008336_01;N000162_19;14,50;3,30;11,20;81,00;2,17;19,50;29,00;2,05;21,91;26,53;32,00;35,70;27,00;14,90;2;Bell;8,90;500;128;32mm 2 LEADS;n
PN007136_00;N000264_55;14,50;3,80;10,70;83,50;2,64;16,79;24,70;2,24;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;8,40;500;144;28mm PCO 1881;n
PN007100_00;N000264_55;14,50;3,80;10,70;83,50;2,74;16,79;24,70;2,35;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;8,50;500;144;28mm PCO 1881;n
PN007028_00;N000140_59;14,50;3,80;10,70;67,90;3,75;17,66;25,50;2,96;22,50;0,00;28,00;33,00;21,74;17,00;1;Bell;12,80;500;128;28mm PCO 1881;n
PN005611_00;N000051_86;14,50;3,80;10,70;83,00;2,60;18,00;25,30;2,10;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;10,10;500;144;28mm PCO 1881;n
PN009937_00;N000311_35;14,40;1,98;12,42;86,00;2,35;20,20;25,00;2,00;17,90;24,68;26,00;30,00;21,74;12,90;1;Bell;7,80;350;128;26/22 mm;n
PN003399_00;N000051_86;14,40;3,80;10,60;86,50;2,30;18,34;25,30;2,00;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;8,70;500;128;28mm PCO 1881;n
PN008140_02;N000003_24;14,30;3,20;11,10;87,00;2,38;19,00;28,00;2,05;24,00;26,65;30,00;34,00;25,10;18,50;3;Bell;8,00;500;128;30/25 mm NECK FINISH LIGHT VER. 24;n
PN007234_00;N000264_49;14,30;3,10;11,20;81,00;2,61;19,00;25,50;2,22;22,00;0,00;28,00;32,00;21,74;17,00;1;Bell;10,50;500;128;28mm PCO 1881 LIGHT;n
PN004043_00;N000003_24;14,30;3,20;11,10;84,00;2,31;20,80;28,00;2,08;24,50;0,00;30,00;34,00;25,10;18,50;3;Bell;9,50;500;144;30/25 mm NECK FINISH LIGHT VER. 24;n
PN005707_00;N000187_75;14,20;4,40;9,80;71,13;1,95;22,55;36,50;1,95;21,50;0,00;38,00;43,00;33,40;16,50;3;Bell;7,20;350;96;38mm 3 LEADS;n
PN010226_01;N000264_34;14,10;3,80;10,30;75,20;2,90;17,80;25,50;2,23;23,00;23,40;28,00;33,00;21,74;17,00;1;Bell;9,90;160;60;28mm PCO 1881 ISBT-21;n
PN010226_00;N000264_34;14,10;3,80;10,30;75,20;2,90;17,80;25,50;2,23;23,00;23,40;28,00;33,00;21,74;17,00;1;Bell;9,90;160;60;28mm PCO 1881 ISBT-21;n
PN005659_00;N000051_86;14,10;3,80;10,30;73,00;2,60;20,00;25,70;2,21;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;8,40;250;48;28mm PCO 1881;n
PN010227_01;N000268_19;14,00;4,30;9,70;79,20;2,58;17,80;25,50;2,19;27,00;23,40;28,00;33,00;21,74;21,00;1;Bell;9,60;160;60;28mm PCO 1810 LIGHT;n
PN010227_00;N000268_19;14,00;4,30;9,70;79,20;2,58;17,80;25,50;2,19;27,00;23,40;28,00;33,00;21,74;21,00;1;Bell;9,60;160;60;28mm PCO 1810 LIGHT;n
PN009030_00;N000264_34;14,00;3,80;10,20;71,00;2,66;20,72;25,00;2,26;22,00;24,27;28,00;33,00;21,74;17,00;1;Bell;7,90;250;48;28mm PCO 1881 ISBT-21;n
PN008492_02;N000264_34;14,00;3,80;10,20;83,30;2,15;19,00;25,50;2,05;23,00;24,37;28,00;33,00;21,74;17,00;1;Bell;7,50;350;72;28mm PCO 1881 ISBT-21;n
PN007220_00;N000264_34;14,00;3,80;10,20;81,00;2,30;19,00;25,50;2,00;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;10,00;500;128;28mm PCO 1881 ISBT-21;n
PN005788_00;N000187_88;13,90;4,30;9,60;67,50;2,28;20,41;36,50;2,05;22,27;0,00;38,00;43,00;33,42;16,50;3;Bell;7,50;350;72;38mm 3 LEADS - BC VENTED;n
PN006549_00;N000264_40;13,70;3,80;9,90;66,00;3,17;19,97;24,70;2,30;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;9,00;500;144;28mm PCO 1881;n
PN003604_00;N000013_86;13,70;5,00;8,70;72,50;2,70;17,00;25,80;2,05;26,00;25,60;28,00;33,00;21,74;21,00;1;Bell;9,20;500;128;28mm PCO 1810;n
PN007911_00;N000264_34;13,60;3,80;9,80;76,20;2,40;18,81;25,50;2,20;23,00;23,97;28,00;33,00;21,74;17,00;1;Bell;7,80;500;144;28mm PCO 1881 ISBT-21;n
PN008920_01;N000114_05;13,55;2,40;11,15;80,85;2,47;18,15;28,00;2,29;17,60;26,51;29,00;32,50;25,10;12,60;3;Bell;7,70;500;180;29/25mm SHORTY NECK FINISH;n
PN008858_00;N000311_18;13,55;2,31;11,24;73,87;3,08;18,97;24,50;2,60;18,47;24,13;26,00;30,20;21,74;13,37;1;Bell;9,60;500;180;26/22 mm;n
PN009551_01;N000114_05;13,50;2,40;11,10;81,10;2,38;19,00;28,00;2,05;27,70;26,65;29,00;32,50;25,10;12,60;3;Bell;7,70;500;128;29/25mm SHORTY NECK FINISH;n
PN009551_01;N000114_05;13,50;2,40;11,10;81,10;2,38;19,00;28,00;2,05;27,70;26,65;29,00;32,50;25,10;12,60;3;Bell;7,70;500;128;29/25mm SHORTY NECK FINISH;n
PN008920_00;N000114_05;13,50;2,40;11,10;80,70;2,49;17,90;28,00;2,10;17,60;26,47;29,00;32,50;25,10;12,60;3;Bell;7,70;500;180;29/25mm SHORTY NECK FINISH;n
PN008485_00;N000311_14;13,50;2,59;10,91;80,00;2,54;19,00;25,00;2,24;21,00;23,55;26,00;31,50;21,74;15,06;1;Bell;7,90;350;96;26/22 mm;n
PN008235_00;N000300_31;13,50;4,55;8,95;65,00;2,30;20,20;35,50;1,84;24,50;33,02;38,00;41,00;32,40;17,50;2;Bell;7,70;350;72;38mm BERICAP;n
PN004240_00;N000111_46;13,50;1,74;11,76;87,50;2,15;21,00;24,60;1,95;17,00;0,00;26,00;29,00;22,03;11,85;3;Bell;8,70;500;128;26mm 3 LEADS;n
PN006898_00;N000264_53;13,40;3,80;9,60;65,00;3,22;18,73;25,70;2,57;23,00;0,00;28,00;33,00;21,74;17,00;1;Bell;8,50;500;144;28mm PCO 1881;n
PN005841_00;N000187_88;13,40;4,30;9,10;67,50;2,15;20,41;36,50;2,05;22,27;0,00;38,00;43,00;33,42;16,50;3;Bell;7,30;350;72;38mm 3 LEADS - BC VENTED;n
PN007237_00;N000264_49;13,30;3,10;10,20;81,00;2,30;19,00;25,50;2,00;22,00;0,00;28,00;32,00;21,74;17,00;1;Bell;9,90;500;128;28mm PCO 1881 LIGHT;n
PN006828_00;N000283_03;13,30;4,16;9,14;73,00;2,15;19,50;34,00;1,90;21,20;0,00;38,00;41,00;32,40;17,20;2;Bell;6,60;500;96;38mm 2 STARTS;n
PN009091_00;N000114_50;13,25;2,08;11,17;80,85;2,47;18,15;28,00;2,29;17,60;26,51;29,00;32,50;25,10;12,60;3;Bell;7,60;500;180;29/25mm SHORTY NECK FINISH;n
PN007137_00;N000264_55;13,20;3,80;9,40;83,50;2,20;16,79;24,70;1,90;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;7,60;500;144;28mm PCO 1881;n
PN007096_00;N000264_55;13,20;3,80;9,40;83,50;2,29;16,79;24,70;2,20;22,00;0,00;28,00;33,00;21,74;17,00;1;Bell;7,70;500;144;28mm PCO 1881;n
PN010558_00;N000264_94;13,00;3,80;9,20;65,70;3,36;17,70;25,60;2,47;22,00;24,12;28,00;33,00;21,74;17,00;1;Bell;9,30;500;180;28mm PCO 1881 ISBT-21;n
PN004035_02;N000232_01;13,00;3,40;9,60;81,20;2,50;19,00;25,70;2,00;26,60;0,00;28,00;32,00;23,00;21,60;1;Bell;8,70;500;128;28mm NECK FINISH;n
PN004035_01;N000232_00;13,00;4,60;8,40;78,60;2,28;17,40;25,70;2,00;26,60;26,60;28,00;32,00;21,74;21,60;1;Bell;10,10;500;128;28mm NECK FINISH;n
PN004035_00;N000013_86;13,00;5,00;8,00;78,00;2,08;17,40;25,70;2,00;26,00;0,00;28,00;33,00;21,74;21,00;1;Bell;10,10;500;128;28mm PCO 1810;n
PN008116_00;N000114_05;12,70;2,40;10,30;85,60;2,08;18,40;28,00;1,87;17,60;26,81;29,00;32,50;25,10;12,60;3;Bell;7,00;500;180;29/25mm SHORTY NECK FINISH;n
PN010539_01;N000140_59;12,60;3,80;8,80;71,00;2,20;19,50;25,50;2,00;22,00;25,17;28,00;33,00;21,74;17,00;1;Bell;7,60;500;200;28mm PCO 1881;n
PN008919_01;N000114_05;12,55;2,40;10,15;80,85;2,17;18,15;28,00;2,01;17,60;26,51;29,00;32,50;25,10;12,60;3;Bell;7,20;500;180;29/25mm SHORTY NECK FINISH;n
PN010469_00;N000114_05;12,50;2,40;10,10;81,10;2,16;18,59;27,95;2,00;16,65;27,06;29,00;32,50;25,10;12,60;3;Bell;7,20;250;96;29/25mm SHORTY NECK FINISH;n
PN009165_00;N000114_05;12,50;2,40;10,10;81,10;2,16;18,50;28,00;2,00;17,60;26,22;29,00;32,50;25,10;12,60;3;Bell;7,20;500;180;29/25mm SHORTY NECK FINISH;n
PN008919_00;N000114_05;12,50;2,40;10,10;80,70;2,18;17,90;28,00;1,90;17,60;26,47;29,00;32,50;25,10;12,60;3;Bell;7,20;500;180;29/25mm SHORTY NECK FINISH;n
PN007027_00;N000140_59;12,50;3,80;8,70;67,90;2,68;17,66;25,50;2,10;22,50;0,00;28,00;33,00;21,74;17,00;1;Bell;9,80;500;128;28mm PCO 1881;n
PN006476_00;N000114_05;12,50;2,40;10,10;81,10;2,16;18,59;28,00;2,00;18,00;0,00;29,00;32,50;25,10;12,60;3;Bell;7,20;350;128;29/25mm SHORTY NECK FINISH;n
PN006278_00;N000051_69;12,50;3,80;8,70;70,00;2,38;19,50;25,00;2,00;22,00;0,00;28,00;31,00;21,74;17,00;1;Bell;7,90;500;96;28mm PCO 1881 HF;s
PN004069_00;N000051_69;12,50;3,80;8,70;70,00;2,38;19,50;25,00;2,00;22,00;0,00;28,00;31,00;21,74;17,00;1;Bell;8,20;500;96;28mm PCO 1881 HF;s
PN003535_03;N000114_05;12,50;2,40;10,10;74,50;2,80;17,29;28,00;2,38;17,60;0,00;29,00;32,50;25,10;12,60;3;Bell;9,10;500;96;29/25mm SHORTY NECK FINISH;n
PN009244_00;N000114_05;12,48;2,40;10,08;81,10;2,14;18,59;28,00;2,00;17,50;26,35;29,00;32,50;25,10;12,60;3;Bell;7,60;500;180;29/25mm SHORTY NECK FINISH;n
PN008095_00;N000311_05;12,30;2,41;9,89;61,90;3,17;19,97;24,70;2,30;17,90;0,00;26,00;31,00;21,74;12,90;1;Bell;8,50;500;144;26/22 mm 30.37 GME;n
PN009087_00;N000114_50;12,25;2,08;10,17;80,85;2,17;18,15;28,00;2,01;17,60;26,51;29,00;32,50;25,10;12,60;3;Bell;7,10;500;180;29/25mm SHORTY NECK FINISH;n
PN009553_00;N000114_05;12,20;2,40;9,80;81,10;2,00;19,00;28,00;1,95;27,70;26,65;29,00;32,50;25,10;12,60;3;Bell;7,50;500;128;29/25mm SHORTY NECK FINISH;n
PN009553_00;N000114_05;12,20;2,40;9,80;81,10;2,00;19,00;28,00;1,95;27,70;26,65;29,00;32,50;25,10;12,60;3;Bell;7,50;500;128;29/25mm SHORTY NECK FINISH;n
PN009166_00;N000114_50;12,20;2,08;10,12;81,10;2,16;18,50;28,00;2,00;17,60;26,22;29,00;32,50;25,10;12,60;3;Bell;7,10;500;180;29/25mm SHORTY NECK FINISH;n
PN010614_00;N000114_05;12,00;2,40;9,60;77,10;2,08;19,30;28,00;1,98;18,60;26,17;29,00;32,50;25,10;12,60;3;Bell;7,10;250;72;29/25mm SHORTY NECK FINISH;n
PN010605_00;N000114_05;12,00;2,40;9,60;77,10;2,32;18,00;28,00;2,05;18,60;25,89;29,00;32,50;25,10;12,60;3;Bell;7,30;250;72;29/25mm SHORTY NECK FINISH;n
PN008603_00;N000140_65;12,00;3,47;8,53;62,00;2,82;20,00;25,00;2,54;21,00;24,55;28,00;31,00;21,74;17,00;1;Bell;8,60;250;96;28mm PCO;n
PN006713_00;N000232_01;11,93;3,40;8,53;81,20;2,05;19,00;25,70;1,95;26,60;0,00;28,00;32,00;23,00;21,60;1;Bell;9,90;500;128;28mm NECK FINISH;n
PN008217_02;N000114_31;11,90;2,50;9,40;76,80;2,07;19,50;28,00;1,85;17,00;27,46;29,00;33,50;25,10;12,60;3;Bell;6,90;350;128;29/25mm SHORTY NECK FINISH;n
PN010300_03;N000114_63;11,80;2,47;9,33;76,70;1,89;20,30;28,00;1,80;18,10;26,08;29,00;33,50;25,10;12,60;3;Bell;6,70;350;128;29/25mm SHORTY NECK FINISH;n
PN010300_03;N000114_63;11,80;2,47;9,33;76,70;1,89;20,30;28,00;1,80;18,10;26,08;29,00;33,50;25,10;12,60;3;Bell;6,70;350;128;29/25mm SHORTY NECK FINISH;n
PN008959_02;N000264_34;11,80;3,80;8,00;65,00;2,80;17,36;25,70;2,22;22,00;24,14;28,00;33,00;21,74;17,00;1;Bell;8,10;500;180;28mm PCO 1881 ISBT-21;n
PN008959_01;N000264_34;11,80;3,80;8,00;65,00;2,74;17,60;25,70;2,18;22,00;24,18;28,00;33,00;21,74;17,00;1;Bell;8,00;500;180;28mm PCO 1881 ISBT-21;n
PN008903_00;N000264_34;11,60;3,80;7,80;66,91;2,32;18,02;25,70;1,90;21,00;25,22;28,00;33,00;21,74;17,00;1;Bell;7,70;500;180;28mm PCO 1881 ISBT-21;n
PN008918_01;N000114_05;11,55;2,40;9,15;80,85;1,88;18,15;28,00;1,74;17,60;26,51;29,00;32,50;25,10;12,60;3;Bell;6,80;500;180;29/25mm SHORTY NECK FINISH;n
PN010285_01;N000114_21;11,50;2,10;9,40;71,30;2,55;18,19;27,70;2,04;17,60;25,44;29,00;32,50;25,10;12,60;3;Bell;7,20;350;128;29/25mm SHORTY NECK FINISH;n
PN010300_00;N000114_54;11,50;2,35;9,15;76,70;1,84;20,30;28,00;1,80;18,10;26,08;29,00;32,50;25,15;12,60;3;Bell;6,50;350;128;29/25mm SHORTY NECK FINISH;n
PN010214_01;N000218_00;11,50;2,05;9,45;70,20;2,91;17,80;24,25;2,18;18,00;23,40;26,00;29,25;21,74;12,00;1;Bell;9,40;160;60;26mm GRAVITY 2;n
PN010214_00;N000218_00;11,50;2,05;9,45;70,20;2,91;17,80;24,25;2,18;18,00;23,40;26,00;29,25;21,74;12,00;1;Bell;9,40;160;60;26mm GRAVITY 2;n
PN009142_02;N000114_05;11,50;2,40;9,10;78,00;2,14;18,00;27,60;1,84;17,60;26,11;29,00;32,50;25,10;12,60;3;Bell;7,10;250;96;29/25mm SHORTY NECK FINISH;n
PN009160_00;N000114_05;11,50;2,40;9,10;81,10;1,88;18,50;28,00;1,74;17,60;26,22;29,00;32,50;25,10;12,60;3;Bell;6,80;500;180;29/25mm SHORTY NECK FINISH;n
PN008918_00;N000114_05;11,50;2,40;9,10;80,70;1,88;17,90;28,00;1,75;17,60;26,46;29,00;32,50;25,10;12,60;3;Bell;6,80;500;180;29/25mm SHORTY NECK FINISH;n
PN009965_00;N000006_65;11,40;0,77;10,63;76,00;2,50;18,61;21,80;2,00;11,00;31,34;24,00;25,80;20,00;6,00;0;Bell;7,40;350;128;24mm SNAP FLANGE;n
PN007703_00;N000170_16;11,40;1,94;9,46;74,00;2,53;17,82;24,25;2,28;17,00;23,48;26,00;29,25;21,74;12,00;3;Bell;7,50;250;72;26/12 EXALITE;n
PN008216_02;N000114_31;11,30;2,50;8,80;76,80;1,89;19,50;28,00;1,77;17,00;27,46;29,00;33,50;25,10;12,60;3;Bell;6,70;350;128;29/25mm SHORTY NECK FINISH;n
PN009080_00;N000114_50;11,25;2,08;9,17;80,85;1,88;18,15;28,00;1,74;17,60;26,51;29,00;32,50;25,10;12,60;3;Bell;6,70;500;180;29/25mm SHORTY NECK FINISH;n
PN009162_00;N000114_50;11,20;2,08;9,12;81,10;1,88;18,50;28,00;1,74;17,60;26,22;29,00;32,50;25,10;12,60;3;Bell;6,70;500;180;29/25mm SHORTY NECK FINISH;n
PN008903_01;N000264_34;11,20;3,80;7,40;66,91;2,14;18,02;25,70;1,80;21,00;25,22;28,00;33,00;21,74;17,00;1;Bell;7,60;500;180;28mm PCO 1881 ISBT-21;n
PN009735_01;N000276_02;11,00;2,70;8,30;65,30;2,87;19,24;21,00;2,38;16,00;28,00;24,00;28,00;18,50;16,30;1;Bell;9,60;500;180;PCO 2519;n
PN008903_02;N000264_34;11,00;3,80;7,20;66,91;2,05;18,02;25,70;1,80;21,00;25,22;28,00;33,00;21,74;17,00;1;Bell;7,60;500;180;28mm PCO 1881 ISBT-21;n
PN008171_00;N000111_37;11,00;1,72;9,28;75,00;2,16;19,50;24,50;2,00;17,00;0,00;26,00;30,50;22,03;11,85;3;Bell;6,60;500;128;26mm 969-1901-000;n
PN007718_00;N000170_17;11,00;1,55;9,45;74,00;2,53;17,82;24,25;2,28;17,00;23,48;26,00;29,25;21,74;12,00;3;Bell;7,50;250;72;26/22 NECK FINISH EXALITE;n
PN006843_00;N000232_01;11,00;3,40;7,60;81,20;2,05;15,70;25,70;2,00;26,60;0,00;28,00;32,00;23,00;21,60;1;Bell;9,70;500;128;28mm NECK FINISH;n
PN006688_00;N000111_37;11,00;1,72;9,28;75,00;2,16;19,50;24,50;2,00;17,00;0,00;26,00;30,50;22,03;11,85;3;Bell;6,00;350;96;26mm 969-1901-000;n
PN007340_00;N000114_39;10,91;2,11;8,80;77,50;2,02;18,30;27,70;1,95;20,00;25,53;29,00;32,50;25,10;12,60;3;Bell;8,00;500;128;29/25mm SHORTY NECK FINISH;n
PN009897_00;N000264_94;10,90;3,80;7,10;65,70;2,20;17,70;25,60;2,00;22,00;24,12;28,00;33,00;21,74;17,00;1;Bell;7,60;500;180;28mm PCO 1881 ISBT-21;n
PN009250_01;N000264_34;10,90;3,80;7,10;65,00;2,32;17,36;25,70;1,99;22,00;24,14;28,00;33,00;21,74;17,00;1;Bell;7,60;500;180;28mm PCO 1881 ISBT-21;n
PN009250_00;N000264_34;10,90;3,80;7,10;65,00;2,27;17,60;25,70;1,95;22,00;24,18;28,00;33,00;21,74;17,00;1;Bell;7,60;500;180;28mm PCO 1881 ISBT-21;n
PN008215_02;N000114_31;10,80;2,50;8,30;76,80;1,74;19,50;28,00;1,71;17,00;27,46;29,00;33,50;25,10;12,60;3;Bell;6,40;350;128;29/25mm SHORTY NECK FINISH;n
PN008903_03;N000264_34;10,70;3,80;6,90;66,91;1,91;18,02;25,70;1,80;21,00;25,22;28,00;33,00;21,74;17,00;1;Bell;7,60;500;180;28mm PCO 1881 ISBT-21;n
PN003535_01;N000114_15;10,50;2,50;8,00;74,50;2,00;17,29;28,00;1,90;17,60;0,00;29,00;33,50;25,10;12,60;3;Bell;7,50;500;96;29/25mm SHORTY NECK FINISH;n
PN003535_00;N000114_15;10,50;2,50;8,00;74,50;2,00;17,29;28,00;1,90;17,60;0,00;29,00;33,50;25,10;12,60;3;Bell;7,50;500;96;29/25mm SHORTY NECK FINISH;n
PN008214_04;N000114_31;10,40;2,50;7,90;72,00;1,87;18,70;28,00;1,74;17,00;27,46;29,00;33,50;25,10;12,60;3;Bell;6,40;350;128;29/25mm SHORTY NECK FINISH;n
PN008275_00;N000114_31;10,40;2,50;7,90;71,00;2,10;17,55;28,00;1,93;19,10;25,19;29,00;33,50;25,10;12,60;3;Bell;6,70;350;128;29/25mm SHORTY NECK FINISH;n
